CustomerKey,Full Name,MaritalStatus,Gender,YearlyIncome,TotalChildren,TotalChildren,KidsAtHome,EnglishOccupation,DateFirstPurchase,BirthDate,EducationLevel,DateFirstPurchase,Customer City
12674,Jimmy Travers,M,Male,90000,0,0,0,Professional,20/02/2022,23/01/1981,Bachelors,20/02/2022,Rockhampton
12675,Holly Fernandez,S,Female,80000,0,0,0,Professional,10/02/2022,01/10/1984,Bachelors,10/02/2022,Seaford
12676,Michele Madan,S,Female,90000,0,0,0,Professional,18/02/2022,26/12/1979,Bachelors,18/02/2022,Bendigo
12677,Cedric Liu,M,Male,100000,0,0,1,Management,04/02/2022,04/05/1980,High School,04/02/2022,Coffs Harbour
12678,Dana Serrano,S,Female,130000,4,4,1,Management,25/03/2023,08/04/1980,High School,25/03/2023,Silverwater
12679,Stacy Gill,M,Female,100000,0,0,1,Management,13/03/2023,10/05/1979,High School,13/03/2023,Malabar
12680,George Sanchez,S,Male,80000,0,0,0,Professional,21/02/2022,30/12/1977,Bachelors,21/02/2022,Sydney
12681,Christy Chow,S,Female,80000,0,0,0,Professional,26/02/2022,05/09/1977,Bachelors,26/02/2022,Caloundra
12682,Kari Subram,M,Female,100000,0,0,1,Management,02/06/2023,12/12/1978,High School,02/06/2023,Melton
12683,Laura Zhou,S,Female,120000,5,5,1,Professional,18/02/2022,01/08/1978,Partial High School,18/02/2022,Hervey Bay
12684,Shaun Shen,M,Male,120000,0,0,1,Professional,06/02/2022,20/11/1978,Partial High School,06/02/2022,Goulburn
12685,Jaclyn Xu,M,Female,90000,0,0,0,Professional,29/01/2022,19/09/1977,Bachelors,29/01/2022,Warrnambool
12686,Trisha Zhou,S,Female,90000,0,0,0,Professional,28/02/2022,17/04/1978,Bachelors,28/02/2022,Bendigo
12687,Marshall Li,S,Male,90000,0,0,0,Professional,17/03/2022,18/10/1977,Bachelors,17/03/2022,Coffs Harbour
12688,Stacy Navarro,S,Female,90000,0,0,0,Professional,08/03/2022,01/02/1978,Bachelors,08/03/2022,Hawthorne
12689,Tamara Pal,S,Female,90000,0,0,0,Professional,23/03/2022,04/04/1978,Bachelors,23/03/2022,Caloundra
12690,Roger Zhang,M,Male,100000,0,0,1,Management,05/07/2023,12/03/1978,High School,05/07/2023,Sydney
12691,Rafael Andersen,M,Male,100000,0,0,1,Management,24/04/2023,08/08/1977,High School,24/04/2023,Findon
12692,Glenn Lu,S,Male,80000,0,0,0,Professional,05/06/2023,22/01/1977,Bachelors,05/06/2023,Hawthorne
12693,Ruth Gonzalez,M,Female,80000,0,0,0,Professional,02/03/2022,08/07/1976,Bachelors,02/03/2022,Rhodes
12694,Jay Arthur,S,Male,120000,0,0,1,Professional,12/03/2022,07/01/1983,Partial High School,12/03/2022,St. Leonards
12695,Kari Ruiz,M,Female,90000,0,0,0,Professional,10/05/2023,01/08/1976,Bachelors,10/05/2023,Coffs Harbour
12696,Stacey Hu,M,Female,100000,0,0,1,Management,12/05/2023,13/03/1982,High School,12/05/2023,Silverwater
12697,Brenda Stone,S,Female,90000,0,0,0,Professional,07/09/2023,22/12/1975,Bachelors,07/09/2023,Milsons Point
12698,Mohamed Pal,M,Male,110000,0,0,1,Management,13/03/2022,10/05/1981,High School,13/03/2022,Port Macquarie
12699,Amy Chow,M,Female,120000,0,0,1,Professional,14/03/2022,15/09/1975,Partial High School,14/03/2022,Melbourne
12700,Mindy Kumar,M,Female,110000,0,0,1,Professional,28/04/2022,16/09/1976,Partial High School,28/04/2022,Hawthorne
12701,Gary Gutierrez,M,Male,110000,0,0,1,Professional,17/04/2022,14/10/1982,Partial High School,17/04/2022,Newcastle
12702,Yolanda Shan,M,Female,110000,0,0,1,Professional,18/04/2022,06/03/1977,Partial High School,18/04/2022,Townsville
12703,Renee Suarez,M,Female,110000,0,0,1,Professional,04/04/2022,17/12/1976,Partial High School,04/04/2022,Lavender Bay
12704,Barbara Nara,M,Female,120000,0,0,1,Management,08/08/2023,13/10/1976,Partial High School,08/08/2023,Geelong
12705,Andre Garcia,M,Male,150000,0,0,1,Management,30/03/2022,06/08/1980,Bachelors,30/03/2022,Perth
12706,Louis Liang,M,Male,160000,0,0,1,Management,12/04/2022,10/01/1980,Bachelors,12/04/2022,Hawthorne
12707,Ian Lewis,M,Male,70000,5,5,0,Management,23/12/2021,28/03/1947,Graduate Degree,23/12/2021,Sedro Woolley
12708,Bonnie Pal,M,Female,90000,5,5,0,Management,02/02/2023,21/04/1952,Bachelors,02/02/2023,Chula Vista
12709,Ian Rodriguez,M,Male,130000,2,2,1,Management,08/12/2021,14/07/1946,Bachelors,08/12/2021,San Carlos
12710,Dalton Evans,S,Male,170000,2,2,1,Management,17/03/2023,17/12/1946,Graduate Degree,17/03/2023,Langley
12711,Heather Zheng,S,Female,20000,0,0,0,Manual,25/10/2021,18/10/1978,Partial High School,25/10/2021,Les Ulis
12712,Arthur Romero,S,Male,20000,0,0,0,Manual,10/10/2022,14/02/1979,Partial High School,10/10/2022,München
12713,Deborah Xie,S,Female,20000,0,0,0,Manual,11/10/2022,07/12/1978,Partial High School,11/10/2022,Offenbach
12714,Colleen Lu,S,Female,30000,0,0,0,Clerical,19/07/2023,14/01/1979,Partial College,19/07/2023,Hannover
12715,Eddie Gill,M,Male,60000,3,3,1,Professional,12/03/2023,14/01/1969,Bachelors,12/03/2023,Seaford
12716,Dale Shen,S,Male,30000,0,0,0,Clerical,12/02/2023,13/09/1979,Partial College,12/02/2023,Croix
12717,Hannah Wood,M,Female,30000,0,0,0,Clerical,21/10/2021,05/12/1979,Partial College,21/10/2021,Metz
12718,Tammy Sai,S,Female,30000,0,0,0,Clerical,12/11/2023,13/05/1980,Partial College,12/11/2023,Paris
12719,Cheryl Ruiz,S,Female,30000,0,0,0,Clerical,10/07/2023,30/11/1985,Partial College,10/07/2023,Sèvres
12720,Nicolas Chande,S,Male,30000,0,0,0,Clerical,12/06/2023,01/05/1980,Partial College,12/06/2023,Suresnes
12721,Rebekah Martinez,S,Female,30000,0,0,0,Clerical,04/05/2023,14/07/1979,Partial College,04/05/2023,Saarlouis
12722,Latasha Gomez,S,Female,20000,0,0,0,Manual,06/04/2023,11/08/1985,Partial High School,06/04/2023,Bottrop
12723,Kurt Jai,M,Male,20000,0,0,0,Manual,27/02/2023,13/05/1986,Partial High School,27/02/2023,Orleans
12724,Eddie Martin,S,Male,20000,0,0,0,Manual,01/02/2023,23/07/1985,Partial High School,01/02/2023,Münster
12725,Gabrielle James,M,Female,10000,4,4,0,Manual,18/08/2023,10/02/1916,Partial High School,18/08/2023,Neunkirchen
12726,Kurt Goel,S,Male,20000,0,0,0,Manual,03/08/2023,18/08/1985,Partial High School,03/08/2023,Ingolstadt
12727,Amanda Ross,S,Female,20000,0,0,0,Manual,25/06/2023,10/10/1985,Partial High School,25/06/2023,Bobigny
12728,Jeremiah Stewart,S,Male,30000,0,0,0,Clerical,07/04/2023,23/12/1984,Partial College,07/04/2023,Frankfurt
12729,Jose Perry,S,Male,30000,0,0,0,Clerical,29/05/2023,12/11/1984,Partial College,29/05/2023,Peterborough
12730,Karla Becker,S,Female,30000,0,0,0,Manual,22/08/2023,14/04/1984,High School,22/08/2023,York
12731,Steven Murphy,S,Male,30000,0,0,0,Manual,16/09/2023,10/09/1984,High School,16/09/2023,Werne
12732,Todd Guo,S,Male,10000,0,0,0,Manual,22/08/2023,20/08/1977,Partial High School,22/08/2023,Orleans
12733,Lacey Cai,S,Female,10000,0,0,0,Manual,10/04/2023,26/08/1977,Partial High School,10/04/2023,London
12734,Margaret Zhou,S,Female,10000,0,0,0,Manual,22/09/2023,02/04/1978,Partial High School,22/09/2023,Cergy
12735,Donald Mehta,S,Male,20000,0,0,0,Manual,08/10/2022,16/10/1983,Partial High School,08/10/2022,Essen
12736,Diana Ruiz,S,Female,20000,0,0,0,Manual,08/10/2022,23/01/1978,Partial High School,08/10/2022,Frankfurt
12737,Brett Chandra,S,Male,30000,0,0,0,Manual,07/04/2023,19/07/1978,High School,07/04/2023,Colombes
12738,Melinda Rubio,M,Female,40000,1,1,1,Skilled Manual,10/10/2022,14/12/1978,Bachelors,10/10/2022,Berlin
12739,Evan Young,M,Male,40000,1,1,1,Skilled Manual,28/06/2023,11/06/1979,Bachelors,28/06/2023,Kirkby
12740,Kathryn Goel,S,Female,30000,0,0,0,Manual,24/12/2023,27/05/1978,High School,24/12/2023,Berks
12741,Raymond Sam,S,Male,30000,0,0,0,Manual,10/04/2023,02/08/1977,High School,10/04/2023,Stuttgart
12742,Samantha Martinez,S,Female,40000,2,2,1,Clerical,23/11/2022,22/05/1978,Partial College,23/11/2022,Solingen
12743,Carl Kumar,M,Male,40000,2,2,1,Clerical,17/10/2023,18/06/1978,Partial College,17/10/2023,Bury
12744,Anna Moore,S,Female,40000,2,2,1,Clerical,29/08/2023,27/05/1978,Partial College,29/08/2023,Cheltenham
12745,Rafael Wu,S,Male,40000,2,2,1,Clerical,13/10/2022,11/12/1977,Partial College,13/10/2022,Kirkby
12746,Juan Torres,S,Male,10000,0,0,0,Manual,24/07/2023,15/10/1976,Partial High School,24/07/2023,Bury
12747,Colleen Hu,S,Female,20000,0,0,0,Manual,27/11/2022,29/10/1982,Partial High School,27/11/2022,Hamburg
12748,Grace Bell,S,Female,30000,0,0,0,Manual,30/07/2023,07/02/1977,High School,30/07/2023,Drancy
12749,Miguel Lee,S,Male,30000,0,0,0,Manual,27/10/2021,29/08/1976,High School,27/10/2021,Chatou
12750,Teresa Vazquez,S,Female,40000,2,2,1,Clerical,10/10/2021,08/02/1976,Partial College,10/10/2021,Morangis
12751,Priscilla Xu,S,Female,40000,2,2,1,Clerical,09/12/2023,10/06/1976,Partial College,09/12/2023,Erlangen
12752,Jonathon Alvarez,S,Male,40000,2,2,1,Clerical,06/07/2023,17/05/1976,Partial College,06/07/2023,Courbevoie
12753,Ramon Zhao,S,Male,40000,2,2,1,Clerical,04/03/2023,16/11/1976,Partial College,04/03/2023,Villeneuve-d'Ascq
12754,Lindsey Deng,M,Female,40000,2,2,1,Clerical,06/10/2021,16/06/1981,Partial College,06/10/2021,Saint-Denis
12755,Chloe Hughes,S,Female,40000,3,3,1,Clerical,13/12/2021,31/03/1981,Partial College,13/12/2021,Santa Cruz
12756,Antonio Butler,S,Male,40000,3,3,1,Clerical,18/12/2021,23/12/1980,Partial College,18/12/2021,Beverly Hills
12757,Sara Ramirez,S,Female,40000,3,3,1,Clerical,03/04/2023,18/06/1980,Partial College,03/04/2023,Edmonds
12758,Stephanie Ramirez,M,Female,30000,1,1,0,Skilled Manual,26/05/2023,11/07/1935,Bachelors,26/05/2023,Kirkland
12759,Jada Sanders,M,Female,40000,1,1,0,Skilled Manual,26/06/2023,10/01/1937,Graduate Degree,26/06/2023,Seattle
12760,Krista Gomez,S,Female,60000,0,0,0,Skilled Manual,22/03/2023,26/07/1971,Graduate Degree,22/03/2023,Cliffside
12761,Alexandra Richardson,S,Female,60000,0,0,0,Skilled Manual,23/12/2021,01/09/1971,Graduate Degree,23/12/2021,Woodburn
12762,Jonathan Smith,M,Male,30000,1,1,0,Skilled Manual,22/12/2021,16/12/1964,Bachelors,22/12/2021,Spring Valley
12763,Chloe Russell,M,Female,30000,1,1,0,Skilled Manual,03/06/2023,01/08/1969,Bachelors,03/06/2023,Cliffside
12764,Alexandra Harris,M,Female,30000,1,1,0,Clerical,16/12/2021,13/08/1964,Partial College,16/12/2021,Tacoma
12765,Robyn Gill,M,Female,20000,2,2,0,Manual,18/03/2023,17/11/1959,Partial High School,18/03/2023,Cliffside
12766,Jordyn Bryant,M,Female,20000,3,3,0,Clerical,21/12/2021,08/02/1971,Partial High School,21/12/2021,Corvallis
12767,Christopher Robinson,M,Male,30000,1,1,0,Clerical,23/08/2023,02/05/1960,High School,23/08/2023,Yakima
12768,Johnathan Chapman,M,Male,30000,1,1,0,Clerical,12/12/2021,23/11/1959,High School,12/12/2021,Colma
12769,Thomas Zhang,M,Male,40000,1,1,0,Clerical,23/12/2021,17/09/1960,Partial College,23/12/2021,Olympia
12770,Charles Evans,M,Male,40000,1,1,0,Clerical,18/12/2021,19/09/1966,Partial College,18/12/2021,Los Angeles
12771,Morgan Thomas,M,Female,40000,1,1,0,Clerical,09/12/2021,18/10/1966,Partial College,09/12/2021,Spring Valley
12772,Abigail Clark,M,Female,40000,1,1,0,Clerical,07/12/2021,22/10/1960,Partial College,07/12/2021,Everett
12773,Samantha Taylor,M,Female,40000,1,1,0,Clerical,27/12/2021,08/05/1961,Partial College,27/12/2021,Bellingham
12774,Kristen Gao,M,Female,40000,1,1,0,Clerical,20/12/2021,18/09/1971,Partial College,20/12/2021,Burlingame
12775,Connor Griffin,M,Male,40000,1,1,0,Clerical,08/06/2023,03/03/1972,Partial College,08/06/2023,Palo Alto
12776,Blake Campbell,M,Male,80000,5,5,0,Skilled Manual,26/03/2023,17/07/1960,Graduate Degree,26/03/2023,Yakima
12777,Joseph Anderson,M,Male,40000,1,1,0,Clerical,07/12/2021,19/11/1961,Partial College,07/12/2021,Lynnwood
12778,Connie Morgan,M,Female,40000,1,1,0,Clerical,20/12/2023,06/10/1961,Partial College,20/12/2023,Santa Cruz
12779,Mason Rogers,M,Male,40000,1,1,0,Clerical,01/12/2021,31/01/1962,Partial College,01/12/2021,Yakima
12780,Jeremy Richardson,M,Male,40000,1,1,0,Clerical,21/12/2021,19/03/1967,Partial College,21/12/2021,Olympia
12781,Emma James,M,Female,40000,1,1,0,Clerical,18/06/2023,26/12/1961,Partial College,18/06/2023,Langley
12782,Elizabeth Long,M,Female,40000,1,1,0,Clerical,02/07/2023,12/03/1978,Partial College,02/07/2023,Sooke
12783,Jerome Gutierrez,M,Male,40000,1,1,0,Clerical,29/07/2023,06/10/1961,Partial College,29/07/2023,Cliffside
12784,Jonathan Campbell,M,Male,40000,1,1,0,Clerical,19/12/2021,04/09/1961,Partial College,19/12/2021,Salem
12785,Javier Ortega,M,Male,40000,1,1,0,Clerical,28/07/2023,19/03/1967,Partial College,28/07/2023,Burnaby
12786,James Yang,M,Male,40000,1,1,0,Clerical,11/11/2023,31/08/1961,Partial College,11/11/2023,Bellflower
12787,Katelyn Cook,S,Female,70000,5,5,0,Skilled Manual,12/05/2023,18/10/1967,Graduate Degree,12/05/2023,Puyallup
12788,Amanda Nelson,M,Female,40000,1,1,0,Clerical,05/07/2023,26/12/1962,Partial College,05/07/2023,Chula Vista
12789,Jamie Zeng,M,Female,40000,1,1,0,Clerical,23/12/2021,22/10/1962,Partial College,23/12/2021,Burlingame
12790,Brandon Kumar,S,Male,60000,4,4,0,Skilled Manual,13/12/2023,03/04/1964,Graduate Degree,13/12/2023,Lemon Grove
12791,Angelica Foster,S,Female,60000,4,4,0,Skilled Manual,22/02/2023,23/03/1975,Graduate Degree,22/02/2023,Long Beach
12792,Blake White,M,Male,60000,4,4,0,Skilled Manual,06/01/2024,18/09/1963,Graduate Degree,06/01/2024,Bremerton
12793,Jessie Guo,M,Male,60000,4,4,0,Skilled Manual,19/02/2023,13/04/1969,Graduate Degree,19/02/2023,Chula Vista
12794,Megan Jackson,S,Female,60000,4,4,0,Skilled Manual,26/08/2023,06/04/1965,Graduate Degree,26/08/2023,Woodburn
12795,Antonio Foster,M,Male,60000,4,4,0,Skilled Manual,03/02/2023,09/10/1964,Graduate Degree,03/02/2023,Metchosin
12796,Jason Zhang,M,Male,60000,4,4,0,Skilled Manual,04/04/2023,04/09/1964,Graduate Degree,04/04/2023,Bremerton
12797,Patrick Howard,S,Male,60000,4,4,0,Skilled Manual,23/06/2023,19/02/1965,Graduate Degree,23/06/2023,West Covina
12798,Andy Gutierrez,M,Male,20000,1,1,1,Manual,08/03/2023,13/07/1973,Partial College,08/03/2023,Tremblay-en-France
12799,George Chandra,M,Male,30000,1,1,0,Clerical,22/06/2023,09/12/1984,Bachelors,22/06/2023,Neunkirchen
12800,Lacey Chen,M,Female,30000,1,1,0,Clerical,20/08/2023,18/09/1973,Bachelors,20/08/2023,Leipzig
12801,Melody Browning,S,Female,30000,1,1,0,Clerical,24/01/2024,04/07/1973,Bachelors,24/01/2024,Erlangen
12802,Alan Sun,S,Male,30000,1,1,0,Clerical,12/01/2024,16/10/1973,Bachelors,12/01/2024,Stuttgart
12803,Heather Li,M,Female,30000,1,1,0,Clerical,06/05/2023,15/09/1973,Bachelors,06/05/2023,York
12804,Jaclyn Chander,S,Female,30000,1,1,1,Clerical,03/10/2021,02/12/1973,Bachelors,03/10/2021,Villeneuve-d'Ascq
12805,Marvin Moreno,M,Male,40000,0,0,0,Clerical,24/10/2021,11/12/1973,Graduate Degree,24/10/2021,Colombes
12806,Ronnie Zeng,M,Male,40000,0,0,0,Clerical,18/11/2022,15/09/1973,Graduate Degree,18/11/2022,München
12807,Nina Kumar,S,Female,40000,0,0,0,Clerical,09/11/2022,01/02/1974,Graduate Degree,09/11/2022,Offenbach
12808,Marc Schmidt,M,Male,40000,0,0,0,Clerical,08/10/2022,08/11/1973,Bachelors,08/10/2022,York
12809,Michele Navarro,M,Female,20000,1,1,1,Manual,07/05/2023,21/03/1973,Partial College,07/05/2023,Grevenbroich
12810,Chase Stewart,M,Male,30000,1,1,0,Clerical,01/12/2023,25/01/1932,Bachelors,01/12/2023,Werne
12811,Marc Serrano,S,Male,20000,1,1,1,Manual,25/10/2023,16/04/1978,Partial College,25/10/2023,Salzgitter
12812,Brandi Sanz,M,Female,20000,1,1,1,Manual,16/05/2023,17/02/1973,High School,16/05/2023,Tremblay-en-France
12813,Reginald Ramos,M,Male,30000,1,1,1,Clerical,02/11/2022,07/05/1973,Bachelors,02/11/2022,Dresden
12814,Casey Sharma,S,Female,30000,1,1,1,Clerical,28/04/2023,04/10/1983,Bachelors,28/04/2023,Essen
12815,Dominique Mehta,M,Female,30000,1,1,1,Clerical,26/10/2023,23/12/1972,Bachelors,26/10/2023,München
12816,Tammy Mehta,S,Female,10000,5,5,1,Manual,19/11/2022,20/06/1977,Partial High School,19/11/2022,München
12817,Theodore Suarez,S,Male,10000,5,5,1,Manual,24/11/2021,09/08/1971,Partial High School,24/11/2021,Paris
12818,Curtis She,M,Male,20000,1,1,1,Manual,27/11/2023,18/08/1971,High School,27/11/2023,Drancy
12819,Nicolas Chander,S,Male,20000,2,2,1,Manual,05/11/2021,19/04/1977,High School,05/11/2021,Saint Germain en Laye
12820,Derek Tang,S,Male,20000,2,2,1,Manual,13/11/2021,09/08/1971,High School,13/11/2021,Orleans
12821,Cesar McDonald,M,Male,40000,0,0,0,Clerical,05/06/2023,11/06/1978,Bachelors,05/06/2023,Roubaix
12822,Alexandra James,M,Female,40000,0,0,0,Clerical,26/11/2023,20/05/1978,Bachelors,26/11/2023,Werne
12823,Bethany She,M,Female,10000,4,4,0,Manual,24/12/2023,16/05/1933,High School,24/12/2023,Roncq
12824,Kristopher Subram,S,Male,30000,1,1,1,Clerical,10/12/2023,03/11/1971,Bachelors,10/12/2023,Paris
12825,Kelvin Hu,M,Male,30000,1,1,1,Skilled Manual,15/11/2022,20/07/1971,Bachelors,15/11/2022,Hamburg
12826,Caleb Gonzalez,S,Male,10000,5,5,1,Manual,17/11/2022,04/01/1971,Partial High School,17/11/2022,Kassel
12827,Nicolas Raje,S,Male,20000,2,2,1,Manual,08/12/2022,12/01/1971,High School,08/12/2022,Saarbrücken
12828,Carol Rubio,S,Female,10000,5,5,1,Manual,18/03/2023,01/06/1975,Partial High School,18/03/2023,Saarlouis
12829,Micah Li,S,Male,20000,2,2,1,Manual,08/12/2022,11/01/1970,High School,08/12/2022,Sulzbach Taunus
12830,Russell Raje,S,Male,20000,3,3,1,Manual,10/11/2021,23/06/1970,High School,10/11/2021,Saint-Denis
12831,Kathryn Lal,S,Female,20000,3,3,1,Manual,15/11/2023,12/01/1975,High School,15/11/2023,Poing
12832,Douglas Prasad,S,Male,20000,3,3,1,Manual,23/03/2023,19/10/1969,High School,23/03/2023,Berlin
12833,Sheena Goel,S,Female,20000,3,3,1,Manual,24/12/2022,13/01/1975,High School,24/12/2022,Berlin
12834,Kelsey Xie,M,Female,30000,1,1,1,Skilled Manual,18/11/2021,10/03/1975,Bachelors,18/11/2021,Paris
12835,Karl Yuan,S,Male,10000,3,3,1,Manual,02/06/2023,21/03/1969,Partial High School,02/06/2023,Ingolstadt
12836,Rodney Munoz,S,Male,20000,3,3,1,Manual,10/06/2023,30/08/1968,High School,10/06/2023,Cheltenham
12837,Nicole Anderson,M,Female,20000,2,2,0,Manual,10/02/2023,27/03/1939,Partial College,10/02/2023,Hof
12838,Ralph Beck,M,Male,40000,0,0,0,Professional,30/03/2023,08/11/1971,Bachelors,30/03/2023,Neunkirchen
12839,Dominique Fernandez,S,Female,60000,0,0,0,Skilled Manual,10/10/2022,16/12/1971,Graduate Degree,10/10/2022,Oxon
12840,Naomi Sanz,M,Female,40000,1,1,0,Skilled Manual,26/02/2023,08/08/1945,Graduate Degree,26/02/2023,Gateshead
12841,Yolanda Xie,S,Female,30000,2,2,1,Clerical,26/11/2021,20/08/1976,Partial College,26/11/2021,Les Ulis
12842,Kelvin Becker,S,Male,30000,2,2,1,Clerical,25/09/2023,30/08/1981,Partial College,25/09/2023,Paris
12843,Summer Smith,S,Female,30000,2,2,1,Clerical,14/11/2021,30/01/1971,Partial College,14/11/2021,Saint Ouen
12844,Gerald Gonzalez,M,Male,40000,1,1,0,Skilled Manual,25/03/2023,25/09/1970,Bachelors,25/03/2023,Münster
12845,Angela Torres,M,Female,40000,1,1,0,Skilled Manual,22/05/2023,24/11/1976,Bachelors,22/05/2023,Solingen
12846,Bridget Nara,S,Female,30000,2,2,1,Clerical,21/12/2022,03/01/1970,Partial College,21/12/2022,Bottrop
12847,Colin Chander,M,Male,40000,1,1,0,Skilled Manual,26/06/2023,14/01/1970,Bachelors,26/06/2023,Kirkby
12848,Brittney Lu,M,Female,40000,1,1,0,Skilled Manual,29/05/2023,02/05/1970,Bachelors,29/05/2023,Reading
12849,Adam Baker,S,Male,30000,2,2,1,Clerical,11/11/2021,22/02/1974,Partial College,11/11/2021,Drancy
12850,Johnny Raji,S,Male,20000,0,0,0,Manual,27/12/2022,04/12/1982,High School,27/12/2022,Frankfurt
12851,Brandy Sai,S,Female,20000,4,4,1,Manual,26/11/2023,25/03/1985,High School,26/11/2023,Orleans
12852,Teresa Carlson,S,Female,30000,3,3,1,Clerical,05/12/2022,03/08/1984,Partial College,05/12/2022,Stuttgart
12853,Evelyn Malhotra,M,Female,40000,1,1,0,Skilled Manual,15/10/2022,21/02/1969,Bachelors,15/10/2022,Gloucestershire
12854,Reginald Romero,M,Male,40000,1,1,0,Skilled Manual,01/10/2022,19/11/1968,Bachelors,01/10/2022,Lancaster
12855,Philip Diaz,M,Male,40000,1,1,0,Skilled Manual,06/10/2022,02/08/1968,Bachelors,06/10/2022,Leeds
12856,Rosa Lin,M,Female,40000,1,1,0,Skilled Manual,05/10/2022,01/10/1979,Bachelors,05/10/2022,London
12857,Raul Kumar,M,Male,40000,1,1,0,Skilled Manual,29/09/2022,13/02/1969,Bachelors,29/09/2022,Warrington
12858,Adriana Mehta,S,Female,30000,1,1,0,Clerical,16/12/2022,19/10/1967,Partial College,16/12/2022,Berlin
12859,Evelyn Gonzalez,S,Female,30000,1,1,0,Clerical,02/10/2022,14/02/1968,Partial College,02/10/2022,Billericay
12860,Jillian Prasad,M,Female,40000,1,1,0,Skilled Manual,16/11/2022,21/03/1973,Bachelors,16/11/2022,Wokingham
12861,Robyn Jimenez,M,Female,40000,1,1,0,Skilled Manual,19/11/2022,21/03/1973,Bachelors,19/11/2022,London
12862,Melinda Ortega,S,Female,30000,3,3,1,Clerical,06/10/2023,11/08/1983,Partial College,06/10/2023,Pantin
12863,Caleb Zhang,S,Male,30000,4,4,1,Clerical,08/12/2022,22/02/1984,Partial College,08/12/2022,Paderborn
12864,Michelle Townsend,S,Female,30000,4,4,1,Clerical,25/02/2023,31/10/1983,Partial College,25/02/2023,Billericay
12865,Brandy Martinez,M,Female,20000,0,0,0,Manual,05/04/2023,21/09/1981,High School,05/04/2023,Reading
12866,Janelle Fernandez,S,Female,10000,0,0,0,Manual,11/11/2021,15/12/1980,Partial High School,11/11/2021,Paris
12867,Laura Ye,S,Female,10000,0,0,0,Manual,11/12/2022,16/01/1981,Partial High School,11/12/2022,Paderborn
12868,Julie Anand,S,Female,20000,0,0,0,Manual,19/03/2023,09/11/1980,High School,19/03/2023,Paris
12869,Alisha Tang,M,Female,20000,0,0,0,Manual,13/02/2023,22/09/1981,High School,13/02/2023,Boulogne-sur-Mer
12870,Tyrone Munoz,S,Male,20000,0,0,0,Manual,13/12/2023,19/03/1982,Partial High School,13/12/2023,Bonn
12871,Leah Li,S,Female,30000,0,0,0,Clerical,09/11/2023,05/04/1982,Partial College,09/11/2023,Bracknell
12872,Olivia Hughes,S,Female,30000,0,0,0,Clerical,28/11/2023,07/11/1980,Partial College,28/11/2023,Erlangen
12873,Mandar Samant,S,Female,20000,0,0,0,Manual,06/11/2022,17/03/1980,Partial High School,06/11/2022,London
12874,Kirk Nason,S,Female,20000,0,0,0,Manual,13/11/2022,04/03/1980,Partial High School,13/11/2022,London
12875,Brianna Ross,S,Female,60000,4,4,0,Skilled Manual,12/12/2023,11/11/1964,Graduate Degree,12/12/2023,Bellingham
12876,Blake Robinson,M,Male,60000,4,4,0,Skilled Manual,12/01/2024,18/01/1965,Graduate Degree,12/01/2024,Oakland
12877,Alexander Williams,M,Male,60000,4,4,0,Skilled Manual,13/06/2023,01/11/1964,Graduate Degree,13/06/2023,Sedro Woolley
12878,Gilbert Sun,M,Male,40000,4,4,1,Skilled Manual,23/02/2023,14/03/1978,High School,23/02/2023,Beverly Hills
12879,Elijah Nelson,M,Male,40000,0,0,0,Skilled Manual,22/12/2023,13/07/1983,Graduate Degree,22/12/2023,Los Angeles
12880,Luis Hayes,S,Male,50000,0,0,0,Skilled Manual,13/05/2023,11/03/1979,Graduate Degree,13/05/2023,Port Hammond
12881,Isabella Edwards,S,Female,50000,1,1,0,Skilled Manual,16/12/2021,14/05/1979,Graduate Degree,16/12/2021,Burbank
12882,Eduardo Allen,M,Male,50000,1,1,0,Skilled Manual,18/12/2021,24/09/1978,Graduate Degree,18/12/2021,San Carlos
12883,Stephanie Bailey,S,Female,60000,1,1,0,Skilled Manual,13/12/2021,05/05/1977,Graduate Degree,13/12/2021,Coronado
12884,Megan Williams,S,Female,60000,1,1,0,Skilled Manual,04/12/2021,08/11/1976,Graduate Degree,04/12/2021,Woodland Hills
12885,Jonathan Anderson,M,Male,60000,1,1,0,Skilled Manual,10/12/2021,11/08/1982,Graduate Degree,10/12/2021,San Francisco
12886,Jocelyn Long,S,Female,60000,1,1,0,Skilled Manual,17/12/2021,30/10/1982,Graduate Degree,17/12/2021,San Diego
12887,Brendan Pal,M,Male,60000,1,1,1,Skilled Manual,20/10/2023,12/08/1976,Graduate Degree,20/10/2023,Bellflower
12888,Melissa Barnes,M,Female,60000,1,1,1,Skilled Manual,13/10/2023,05/10/1982,Graduate Degree,13/10/2023,Lake Oswego
12889,James Adams,M,Male,60000,1,1,1,Skilled Manual,01/10/2023,26/05/1977,Graduate Degree,01/10/2023,Portland
12890,Steven Thorpe,M,Male,60000,1,1,1,Skilled Manual,05/01/2024,15/01/1977,Graduate Degree,05/01/2024,Novato
12891,Kaylee King,M,Female,60000,1,1,1,Skilled Manual,17/12/2023,13/10/1976,Graduate Degree,17/12/2023,Oregon City
12892,Brian Peterson,M,Male,40000,1,1,1,Skilled Manual,14/02/2023,08/10/1977,Graduate Degree,14/02/2023,Royal Oak
12893,Brittany Foster,M,Female,70000,2,2,0,Professional,21/07/2023,02/10/1977,Graduate Degree,21/07/2023,Redwood City
